BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
,4,5032,2919,Rajarhat,Unfurnished,South-West,,17,,1,10,1997,2919,2668,2919-2965,,2919
,3,3663,3964,Dum Dum,,,,1,"Club House,Intercom",2,,3041,3964,3683-3721,3964-3980,,3964
3,3,2760,1622,Rajarhat,Semi-Furnished,,15,3,Rain Water Harvesting,,13,1029,1622,1451,1622,,1622
1,1,6444,957,Lake Town,,South,11,19,,2,6,718,957,831,957,sqft,957
5,,11419,1029,Howrah,Unfurnished,,23,16,,2,8,815,1029,955,1029,,1029
2,1,10737,3718,Garia,,West,,9,"Power Backup,Water Supply",2,0,2762,3718,3016,3718,,3718
4,,3219,701,,Furnished,South,14,6,"Club House,Intercom",1,11,526,701,650,701,,701
3,2,5267,2494,New Town,,,30,,"Lift,Security,Park",0,7,1645,2494,2324,2494,sq yard,2494
1,4,8419,3504-3515,Salt Lake,Unfurnished,South-West,5,9,,1,6,2668,3504,2863,3504,,3504
,3,4399,1888,Howrah,Semi-Furnished,,2,6,,3,7,1137,1888,1690,1888,sqm,1888
5,1,8823,1154,Behala,Unfurnished,South,2,,,0,,793,1154,980,1154,sqft,1154
,,8138,1759,Salt Lake,,South,,10,,0,19,1317,1759,1601,1759,sqft,1759
4,4,8341,2011,Howrah,Furnished,South-West,25,15,,2,5,1476,2011-2045,1623-1654,2011,,2011
4,3,14987,3842,Garia,Unfurnished,,18,,,1,3,3000,3842-3860,3215,3842,,3842
2,,13023,2922,Lake Town,Semi-Furnished,East,18,6,,1,18,2180,2922,2404,2922,sqm,2922
1,3,12438-12454,979,,Semi-Furnished,East,,14,Reserved Parking,1,1,717-764,979,828-854,979,sqft,979
5,3,6721,2722,Garia,Furnished,East,20,15,"Power Backup,Water Supply",3,10,1830,2722,2223,2722,sqm,2722
3,2,12975-12996,3246,,,East,26,19,,1,17,2140,3246,2692,3246,,3246
4,1,5103,3862,,Semi-Furnished,East,2,12,,3,10,2504,3862,3123-3143,3862,,3862
1,3,10268,1395,Tollygunge,,East,14,,,0,0,889,1395,1205,1395,,1395
,,12116-12141,2347-2390,Kasba,Furnished,,23,10,,3,18,1598-1640,2347,2061,2347,,2347-2373
4,2,6729,1559,Salt Lake,,,9,9,Rain Water Harvesting,3,,1111,1559,1470-1502,1559,sqm,1559
1,1,3096,1603,,Unfurnished,South,19,20,Rain Water Harvesting,3,7,1124,1603,1306,1603,,1603
2,1,2070,2297,Lake Town,Unfurnished,North-East,2,16,"Lift,Security,Park",0,17,1456,2297,2145,2297,sqm,2297
3,1,4966,768,,Unfurnished,,0,11,"Club House,Intercom",2,3,552,768,700,768,sq yard,768
3,1,3183,3424,Behala,Semi-Furnished,North-East,8,12,"Power Backup,Water Supply",0,,2697,3424,3210,3424,,3424
1,2,5256,2253,,Semi-Furnished,,28,17,"Swimming Pool,Gym",,,1732,2253,2022,2253,sqm,2253
4,,2422,2329,,,North-East,3,16,"Lift,Security,Park",3,14,1659,2329,1989,2329,,2329
,4,9447,1981,Ballygunge,,North-East,,10,Reserved Parking,1,4,1428,1981,1833,1981,sqm,1981
2,1,7523,601,Rajarhat,,West,20,18,"Swimming Pool,Gym",1,9,384,601,549,601,,601
,4,11621,3776-3786,Behala,,West,,2,,1,18,2481-2510,3776,3160,3776,sqft,3776
,3,6088,426,,Furnished,West,11,6,"Swimming Pool,Gym",3,,278,426,362,426,sqft,426
,1,2012,2895,New Town,,East,16,8,Reserved Parking,2,3,2276,2895,2473,2895-2921,,2895
2,,12524,857,Jadavpur,,,4,1,Reserved Parking,0,4,542,857,813,857,,857
2,,8734,1309,,Unfurnished,South-West,30,,"Lift,Security,Park",3,13,884,1309,1139,1309,sqm,1309
3,1,10468-10505,3046,Howrah,Furnished,,,5,,3,3,2096,3046,2752,3046,sqft,3046-3075
3,1,8904,3370,Ballygunge,Semi-Furnished,South-West,11,,,,2,2382,3370-3397,2912,3370,,3370
2,3,11960,3188,New Town,,,13,2,,,17,2135,3188,2624,3188,sq yard,3188
4,4,2831,865,Alipore,,South,4,8,,1,19,608,865-906,714,865,sq yard,865
,2,2295,3879,Jadavpur,,North-East,6,,,,7,2960,3879,3228,3879,,3879
1,4,6642,3641,Park Street,Semi-Furnished,West,0,,"Lift,Security,Park",0,0,2537,3641,3421,3641,,3641-3653
1,,7290,3427,,Unfurnished,North-East,24,7,Reserved Parking,3,1,2448,3427,3059,3427,,3427
2,3,10029,3601,,Furnished,,5,3,"Swimming Pool,Gym",1,,2668,3601,3199,3601,,3601
4,3,12908,2568,Behala,Furnished,,,18,"Power Backup,Water Supply",1,12,1804,2568,2385,2568-2581,sqm,2568
1,,5482,1213-1253,,,North-East,5,3,"Lift,Security,Park",3,17,861,1213,1034,1213-1248,,1213
2,1,6020-6060,1955,Kasba,,North-East,17,,"Power Backup,Water Supply",,11,1556,1955,1831,1955,sqm,1955
2,1,12434,1250,Howrah,Furnished,South-West,6,,Reserved Parking,1,16,864,1250,1029,1250,,1250
4,3,10198,1436,Dum Dum,Semi-Furnished,North-East,,1,Rain Water Harvesting,,0,1111,1436,1251,1436,,1436
4,2,3734-3762,1153,,Furnished,South,,17,Rain Water Harvesting,2,1,771,1153-1172,1027,1153,,1153
3,,12500,1300,Behala,Semi-Furnished,,0,13,,1,6,925,1300,1109,1300-1342,sq yard,1300
,2,2024,1234,Lake Town,,,1,,"Lift,Security,Park",3,19,867-915,1234,1086,1234,,1234
1,3,11324-11373,2650,Alipore,Unfurnished,North-East,5,5,,1,,1668,2650,2240,2650,sqm,2650
1,4,5130,3142,Howrah,,,,,,1,16,2403,3142,2950,3142,sqft,3142
1,,6067,2628,Alipore,Semi-Furnished,,22,,,1,13,1857,2628,2257,2628-2653,sq yard,2628
2,4,14148,1546,Salt Lake,Semi-Furnished,South,,,Rain Water Harvesting,1,6,1107,1546,1245,1546,,1546
1,1,11820,2106,Park Street,,,,11,"Swimming Pool,Gym",1,15,1362,2106,1836,2106-2130,sqft,2106-2155
2,1,9062,1361,Garia,Unfurnished,South-West,21,2,"Club House,Intercom",0,3,1057,1361,1120,1361,sq yard,1361
2,3,5170,813,,,,13,12,"Lift,Security,Park",2,,612,813,702,813-857,sqm,813
1,2,10412,551-591,Salt Lake,Furnished,,27,18,,0,19,410-458,551,482-497,551,sqm,551
4,2,9111,3918,Dum Dum,,,9,,"Power Backup,Water Supply",0,15,2757,3918,3653,3918-3939,sq yard,3918
2,,9851,2854,Alipore,Unfurnished,,,7,,,5,1829,2854,2552-2595,2854,,2854
3,1,11680-11710,2642,,Unfurnished,North-East,12,4,,2,18,1955,2642,2166,2642,,2642
3,,10450,2224-2260,,Furnished,North-East,28,6,"Club House,Intercom",,,1453,2224,1810,2224,sq yard,2224
1,2,9866,3730,Lake Town,Unfurnished,,22,3,,,2,2645,3730,3494,3730,,3730
1,4,10064,3955,Kasba,,North,27,,"Power Backup,Water Supply",2,8,2935,3955,3231,3955,,3955-3989
,,11444,1860-1891,,,,24,11,Reserved Parking,3,,1278,1860,1509,1860,,1860-1884
4,2,12021-12055,2049,,,South,,3,Rain Water Harvesting,1,15,1241,2049,1859,2049,sq yard,2049
4,3,6632-6675,2565,Alipore,,,1,11,"Swimming Pool,Gym",0,10,1809,2565,2289,2565,,2565
,4,13624,3278,Park Street,,North,16,20,,,15,1988,3278-3311,2902,3278,sqm,3278
,3,11725,3761,,Unfurnished,,29,,Rain Water Harvesting,1,19,2449,3761-3804,3472,3761,,3761
,4,3515-3543,1043,,Unfurnished,North-East,26,17,"Swimming Pool,Gym",0,7,632,1043-1057,961,1043,sq yard,1043
3,3,12934,3336,,,North,29,,,3,3,2085,3336,2806,3336,,3336
4,4,2795,3304,Tollygunge,Semi-Furnished,South-West,28,13,"Power Backup,Water Supply",,16,2397,3304,2734,3304,,3304
,1,11736,915,Park Street,,East,29,,,0,15,551,915,840,915,,915-961
,,10484,920,,Unfurnished,North,5,4,"Power Backup,Water Supply",1,1,695,920,779,920,,920
3,2,12451,3065,Jadavpur,,West,0,14,"Power Backup,Water Supply",2,1,2382,3065,2801,3065,,3065
,2,2368,2818,Salt Lake,Unfurnished,,,6,Reserved Parking,3,4,1709,2818,2502,2818,sq yard,2818-2847
,4,4421,3285,Ballygunge,Furnished,North-East,24,20,,,16,2377,3285,2906,3285,,3285
3,4,2567,1772,,Semi-Furnished,South-West,12,8,"Swimming Pool,Gym",1,,1260,1772,1666,1772,,1772
3,1,10256,1181,Kasba,Semi-Furnished,,19,9,"Power Backup,Water Supply",3,12,750,1181,957,1181,,1181
4,3,5777,1275,Alipore,,,27,3,"Power Backup,Water Supply",2,,897,1275,1069,1275,,1275
3,1,14410,3397,,,South,17,,,2,5,2420,3397,2735,3397,,3397
4,3,11917,2156,Salt Lake,,West,18,,"Lift,Security,Park",3,19,1407,2156-2202,1859,2156,sqft,2156
4,,11963-11979,729,Howrah,,South,28,,,2,,490,729,615,729,,729
5,3,9130,1812-1850,Tollygunge,,,26,15,"Lift,Security,Park",3,20,1328,1812,1690,1812,sqm,1812
4,,3342,2410-2459,Park Street,Semi-Furnished,West,29,,,2,12,1647,2410,2283,2410,sqft,2410
3,2,6996,2173-2187,New Town,Semi-Furnished,East,9,16,Reserved Parking,1,18,1507,2173,1923,2173,,2173
4,1,12417,2724,Rajarhat,Semi-Furnished,West,,,,3,2,2134-2145,2724,2386-2409,2724,sq yard,2724
2,3,8970,2000,Park Street,,South-West,,6,,1,10,1468,2000,1707,2000,sq yard,2000
,2,10115,2104,,,South,11,1,,3,,1460,2104-2143,1873,2104,,2104
3,3,14640,1344,Lake Town,Semi-Furnished,North-East,,16,,3,9,986,1344,1146-1162,1344,,1344
3,3,11765,2567,Lake Town,,South,25,7,"Power Backup,Water Supply",,18,1672,2567,2304,2567-2585,,2567
1,,4315,2561,Ballygunge,Unfurnished,East,28,9,,1,6,1629,2561,2245,2561,sqft,2561
,,4645,1276,,,,5,7,"Power Backup,Water Supply",3,,789,1276,1146,1276,,1276-1292
,,6673,1503-1542,Dum Dum,Furnished,,4,,,0,15,1103,1503,1397-1431,1503,,1503
2,,10566,2912,New Town,Unfurnished,South-West,,4,,1,,1905,2912,2755,2912,,2912-2936
2,2,12610-12624,1160,,Unfurnished,South-West,6,7,,3,17,873,1160,963,1160,,1160
1,2,3694,2765,Ballygunge,Semi-Furnished,,,10,,3,7,2004,2765,2463,2765,,2765
4,1,9010,1062,Dum Dum,Furnished,South-West,29,5,"Power Backup,Water Supply",2,17,711,1062,982,1062,sq yard,1062
3,4,7155,2802,Garia,,,,,"Club House,Intercom",2,,2133,2802,2619,2802,sqft,2802
,,14556,2197,,,North-East,12,,,0,,1492,2197,1928,2197-2233,sqm,2197-2213
5,3,4869,2926,Salt Lake,,West,,7,,1,11,2182,2926,2365,2926,,2926
,1,6308,3858,Lake Town,,,,11,Reserved Parking,3,7,2583,3858-3871,3243,3858,,3858
1,2,2092,1014,,,South-West,7,,"Swimming Pool,Gym",0,4,635,1014,857,1014-1050,,1014
,1,6830-6878,2757,,,,,9,"Lift,Security,Park",1,15,2205,2757,2235,2757,,2757
5,2,13989,3485,Salt Lake,Unfurnished,,27,5,"Swimming Pool,Gym",,,2408,3485,2791,3485,,3485
5,2,5866-5895,1498,Salt Lake,,North-East,11,6,"Swimming Pool,Gym",3,0,1061,1498,1222,1498,,1498
3,1,12993,2144,Lake Town,,East,28,13,"Power Backup,Water Supply",1,2,1714,2144,1830,2144,,2144
4,4,10807-10821,1520,Alipore,,South,9,17,Rain Water Harvesting,1,,1155,1520-1541,1417,1520,,1520
5,1,13781,2481,Jadavpur,,,,16,Reserved Parking,1,,1961,2481,2182,2481,sqft,2481
,4,13886,3937-3957,Jadavpur,,North,10,2,Reserved Parking,,18,2747,3937,3189,3937,,3937
,,5875,889-922,Alipore,,South,,18,"Swimming Pool,Gym",1,4,647-676,889-926,825,889,,889-913
3,,9049,1698,,Unfurnished,,30,10,"Swimming Pool,Gym",,,1338,1698,1367,1698,,1698
,1,6673,3899-3936,Salt Lake,Semi-Furnished,South-West,30,,,0,5,2684,3899,3520,3899,,3899
4,3,12665,1819,,,,25,2,,0,11,1161,1819,1591,1819,sqft,1819
4,,2305,3312,Dum Dum,Semi-Furnished,East,14,4,"Club House,Intercom",3,10,2620,3312-3348,3034,3312,sqft,3312
,1,7261,3942,,Furnished,,,,,2,,2978,3942,3649,3942,,3942
4,3,14868,2030,Dum Dum,Unfurnished,,28,10,,0,6,1485,2030,1765,2030,sqft,2030
3,3,9925,2562,,Semi-Furnished,East,23,6,"Lift,Security,Park",,4,1794,2562,2097,2562-2601,sqm,2562
4,1,10582-10606,1413,New Town,Furnished,West,2,5,Rain Water Harvesting,,,1074,1413,1250,1413,,1413
4,1,5774,3602,Rajarhat,Unfurnished,North,19,4,"Swimming Pool,Gym",3,12,2474,3602,3029,3602,,3602
,,14600,2535,Ballygunge,,East,6,20,"Club House,Intercom",0,17,1608,2535,2364,2535,sq yard,2535
5,,5492,477,,Unfurnished,,16,,,3,11,304,477,402,477,,477
5,2,3135,1417,,,East,,7,,3,,1076,1417,1248,1417,sqft,1417
,3,13863,1904,Dum Dum,Unfurnished,East,11,14,Reserved Parking,0,,1181,1904,1698,1904,,1904-1934
4,3,2061-2087,2652,Tollygunge,,East,6,12,"Power Backup,Water Supply",1,1,2022-2044,2652,2158,2652,,2652
5,4,9736,3445,Kasba,,East,11,6,,1,8,2277,3445,3113,3445,sqm,3445
2,3,9637,1649,Salt Lake,,,3,1,,2,13,1157,1649-1666,1510,1649,sqft,1649
3,2,10673,3644,Park Street,Unfurnished,South,0,5,,,11,2687,3644,3014,3644,sqft,3644
2,,6059,3984,Rajarhat,,East,,,,3,14,3059,3984-4032,3258,3984,,3984
5,2,13086,2680,Kasba,Furnished,North,1,20,Rain Water Harvesting,2,5,2080,2680,2528,2680,sqm,2680
,4,14189,2360,New Town,Semi-Furnished,West,30,4,"Power Backup,Water Supply",3,13,1790,2360,2064,2360,sqft,2360
3,4,4975,3054,Behala,,,15,20,,0,,2360,3054,2705,3054,sqft,3054
,,8043,2402,Behala,,East,13,19,,2,,1898,2402,2259,2402,sqm,2402
2,3,7109,2262-2296,Ballygunge,Furnished,East,29,16,"Lift,Security,Park",1,8,1739,2262,1934-1980,2262,sqm,2262
4,3,9821,2089,Behala,Semi-Furnished,,21,,"Power Backup,Water Supply",3,,1583-1618,2089,1867,2089,,2089
,3,2474,1651,,Furnished,East,3,8,,,7,1110,1651,1340,1651,,1651-1679
4,,10283,2522-2544,Ballygunge,,West,,17,,,11,1672,2522,2082,2522,sq yard,2522
3,2,3853,2385,Dum Dum,Unfurnished,North,28,,,,11,1710,2385,1923,2385,sq yard,2385
2,1,14533,659,Behala,,,,10,,,13,449,659,561,659,sq yard,659
4,1,9077,604-635,Howrah,Unfurnished,North,14,9,"Swimming Pool,Gym",3,,454,604,541,604,sqm,604
5,2,4706,3869,Dum Dum,Furnished,,2,,"Power Backup,Water Supply",1,6,2630,3869,3436,3869,sqm,3869-3913
1,4,2841,2583-2593,New Town,Semi-Furnished,South,24,15,Rain Water Harvesting,2,20,1790,2583,2328,2583,,2583
2,4,14976,2133,Park Street,Semi-Furnished,North-East,,14,"Club House,Intercom",3,6,1416,2133,1946,2133,,2133
3,2,6627,2927,,,East,26,12,Rain Water Harvesting,0,9,2302,2927,2661,2927,,2927
2,2,9473,2987,Kasba,,West,,,,1,12,2316,2987,2705,2987,,2987
3,,13164,3502,Park Street,,South-West,10,10,,0,,2737,3502,2918,3502,sq yard,3502
2,3,4328,1444,Salt Lake,Furnished,South-West,16,20,,,8,893,1444,1362,1444,,1444
4,2,12331,2741,Jadavpur,Semi-Furnished,South,19,18,Rain Water Harvesting,,14,1756,2741,2420,2741,sqm,2741-2767
1,3,12848,3370,,,,14,1,,3,,2493,3370,2925,3370,sqft,3370
3,2,11220,1474,,Furnished,South-West,,20,"Swimming Pool,Gym",,3,1037,1474-1516,1323,1474,sq yard,1474
4,3,13058,3117,Park Street,,East,2,17,"Club House,Intercom",0,11,2489,3117,2638,3117-3164,,3117
5,3,14745-14761,1783,Jadavpur,Semi-Furnished,,28,10,"Swimming Pool,Gym",2,,1324,1783,1626,1783,,1783
4,4,8028,453,Lake Town,,North-East,1,7,,,12,307,453,410,453,sq yard,453
3,,6214,890,Lake Town,Unfurnished,,,11,,3,17,584,890,809,890,,890
,,9063,1799,Tollygunge,Furnished,South-West,0,11,Rain Water Harvesting,2,,1387,1799-1845,1667,1799,,1799
2,1,3576,3948,Lake Town,Unfurnished,South-West,6,2,"Club House,Intercom",1,14,2378,3948,3261,3948,sqft,3948
1,4,5110,3758,Rajarhat,,West,,16,Reserved Parking,1,12,2806-2851,3758,3059,3758,sqm,3758
3,1,9155,2064,Garia,,South-West,10,18,Reserved Parking,,11,1249,2064,1883,2064,,2064
,2,6645,3952,Kasba,,,0,18,Reserved Parking,3,,2436,3952,3696,3952-3973,sq yard,3952
5,1,12166,2070,Garia,,South,15,,"Swimming Pool,Gym",0,17,1431,2070,1858,2070-2091,sqm,2070
,1,12164,3392,,Unfurnished,West,25,17,"Swimming Pool,Gym",2,,2347,3392,2855-2868,3392-3422,sq yard,3392
1,2,12445-12463,3898,Lake Town,,,16,1,,,19,2799,3898,3640,3898,sqm,3898
5,4,8752,1918,Howrah,,North,19,14,,1,19,1338,1918,1596,1918,sqm,1918-1958
1,3,4010,2011,Kasba,,East,5,19,,,16,1451,2011,1910,2011,sqft,2011
,,14482,2255-2296,Tollygunge,Furnished,East,30,12,"Lift,Security,Park",,1,1782,2255,2088,2255-2274,sq yard,2255
2,2,9850,819,Garia,,,1,8,Rain Water Harvesting,0,,648,819,766,819,sqft,819
1,,11472,706,Jadavpur,,South-West,2,10,,0,19,516,706,666-686,706,,706
,3,13454,2536,Behala,Furnished,South,26,20,"Lift,Security,Park",,17,1690,2536,2281-2302,2536,sq yard,2536
5,,2951,2151,Dum Dum,Unfurnished,East,3,5,Rain Water Harvesting,2,17,1635,2151,1884,2151,sqm,2151
3,2,9770,3131,Ballygunge,,North,12,9,"Power Backup,Water Supply",1,9,2390,3131,2652,3131,sqft,3131
2,,4429,2574,Garia,Furnished,,11,9,,0,,1983,2574-2608,2279,2574,sqft,2574
2,3,11343,3002,Howrah,,,1,5,"Swimming Pool,Gym",3,,1854,3002,2540,3002,sqm,3002-3020
5,3,3747-3782,1186,Salt Lake,Unfurnished,,28,5,Rain Water Harvesting,,7,733,1186,1036,1186,,1186-1235
3,1,2406,1165,Tollygunge,,South-West,25,4,,3,,886-925,1165,943,1165,,1165
,2,13117,1593,Garia,,South-West,6,,,1,,1137,1593,1463,1593,,1593
3,3,7639,3599,Howrah,Unfurnished,North,,6,,3,4,2380,3599,3020-3040,3599,sqft,3599
2,2,2538,3549,Rajarhat,Unfurnished,,12,1,"Swimming Pool,Gym",,18,2307,3549,3141,3549,sq yard,3549
3,1,5073,1031-1048,Park Street,Furnished,,25,13,Reserved Parking,,16,742,1031,838,1031,sqft,1031
5,3,10149,3593,Rajarhat,,,,,,1,14,2226,3593,3114,3593,sqft,3593
1,1,6816,573-599,Howrah,,,28,12,"Lift,Security,Park",,3,363,573,504,573,sq yard,573
1,1,6573,2003-2044,Howrah,,,2,8,,2,19,1252,2003,1790,2003,,2003
,2,4699,1642,Dum Dum,Furnished,,,11,,,16,1186,1642-1679,1495,1642,sqft,1642
3,1,9662,2114,Tollygunge,,North-East,7,8,"Lift,Security,Park",0,16,1660,2114-2160,1854,2114,sqm,2114-2164
,3,12060-12073,2970,Jadavpur,Furnished,West,20,17,Reserved Parking,2,,1815,2970,2633,2970,,2970
3,2,13957,2260,,,South-West,14,1,,1,3,1797,2260,1946,2260,sqm,2260-2291
2,4,10335,1081-1119,Tollygunge,,North-East,22,8,Reserved Parking,,,731,1081,963,1081,,1081
3,1,9510,2847,Behala,Unfurnished,,,19,"Club House,Intercom",1,0,2031,2847,2470,2847,,2847
,2,6712,1064,Behala,,North-East,,4,"Lift,Security,Park",2,,821,1064,928,1064,,1064
3,1,3069,1206,,,North,12,,"Power Backup,Water Supply",0,5,883,1206,1103,1206,,1206
5,3,9658-9702,3558,Jadavpur,,North-East,5,15,,1,,2565,3558,2985,3558,sqm,3558
,3,13480,947,Salt Lake,Furnished,,9,16,"Swimming Pool,Gym",1,14,674,947,775,947,,947
,1,12280,3721,Jadavpur,,,24,13,"Lift,Security,Park",,,2490,3721,3202,3721-3745,sqft,3721
3,1,12627,1873,Dum Dum,,North-East,24,,,1,3,1209,1873,1642,1873,sqm,1873
,3,12135,841,Salt Lake,,,15,8,Reserved Parking,2,0,656,841,788,841,sq yard,841-851
,1,9316,1289,,,North,8,,,1,6,823,1289,1126,1289,sq yard,1289
4,1,11106,1515,,,,23,10,"Lift,Security,Park",3,16,1111,1515,1318,1515,,1515
4,1,12154,3893,Jadavpur,Semi-Furnished,,17,8,,,9,2695-2720,3893-3924,3303,3893,,3893
2,1,8129,956,Park Street,,North-East,20,15,"Swimming Pool,Gym",0,13,639,956,807,956,sqft,956
3,,2294,3188,,Furnished,,18,1,"Swimming Pool,Gym",3,19,2238,3188,2610,3188,,3188-3207
5,3,9777-9793,1643,Jadavpur,,,,20,"Lift,Security,Park",3,,1038,1643,1385,1643,,1643
,,3856,865,Howrah,,,,,Rain Water Harvesting,1,0,569,865,805,865,,865
5,,7666,1226,,,South-West,15,4,,1,10,779,1226,1136,1226,,1226
5,3,9159,2105,Howrah,Semi-Furnished,East,14,17,"Swimming Pool,Gym",2,,1404,2105,1695,2105-2124,,2105
,1,12129,3726,Garia,Semi-Furnished,South-West,3,15,"Power Backup,Water Supply",0,15,2729,3726,3432,3726,,3726-3772
5,3,14029,3080,Alipore,Semi-Furnished,West,1,,"Lift,Security,Park",3,18,2356,3080,2542,3080,sqft,3080-3105
4,4,7555,1448,,,South-West,0,16,,,7,1010,1448,1264,1448,,1448
,,8848,1034,Behala,Semi-Furnished,,5,,"Club House,Intercom",3,19,639-665,1034,903-940,1034,sq yard,1034
,,3119,3938,Ballygunge,Furnished,,17,7,Rain Water Harvesting,0,17,2661,3938,3681-3721,3938,,3938
5,1,5303,2380,Garia,Semi-Furnished,West,0,,Reserved Parking,1,9,1589,2380,2023,2380,sq yard,2380
4,4,2951,1429,Dum Dum,Unfurnished,,3,11,"Club House,Intercom",1,4,1043,1429-1474,1207,1429,,1429
2,4,4768,1370,,,,8,,"Swimming Pool,Gym",,,898,1370,1140,1370,,1370
5,1,4521,2332,,,,24,18,"Club House,Intercom",1,,1407,2332,2087,2332,,2332
1,3,11408,3326,,Semi-Furnished,,0,14,Rain Water Harvesting,3,,2209,3326,3039,3326,,3326
3,,3578,2948,Tollygunge,,South-West,,8,"Swimming Pool,Gym",1,9,2282-2312,2948,2533,2948,,2948
5,4,7504,1232,Rajarhat,,South-West,9,19,,2,8,762,1232,1052,1232,,1232
4,2,14833,2524,,,East,7,16,"Swimming Pool,Gym",,,1802-1826,2524,2233,2524,sqft,2524
,1,4352,731,Lake Town,Furnished,North-East,,5,Rain Water Harvesting,0,,569,731,590,731,sq yard,731
2,1,8353,2604,Behala,Semi-Furnished,,21,,"Swimming Pool,Gym",2,17,1583,2604,2153,2604,sq yard,2604
2,2,11632,3435,Park Street,,South-West,8,11,,0,14,2232-2268,3435-3445,2984,3435,,3435-3475
,4,3382,601,Kasba,,South-West,4,,"Lift,Security,Park",0,,468,601,517,601,,601
1,,8770-8785,713,Alipore,Unfurnished,,4,19,Rain Water Harvesting,0,8,439,713,583-617,713,sq yard,713
3,3,13882,1080,Behala,Furnished,,,,"Lift,Security,Park",1,13,661,1080,868,1080-1125,,1080
4,1,8224,2299,,Furnished,South,10,15,"Club House,Intercom",3,,1612,2299,1895,2299,sqm,2299
5,2,7831-7874,3994,Dum Dum,Unfurnished,,28,16,Rain Water Harvesting,1,12,2956,3994,3478,3994,sq yard,3994
5,2,12580,3673,,,,,,,2,,2823-2873,3673,2951,3673,,3673
4,1,12157-12207,1083-1111,Howrah,,,,15,,3,0,690,1083,963,1083,sqft,1083
5,3,7314,936,Rajarhat,,,29,7,,2,,739,936,838,936,,936
5,2,11267,1259-1271,,Furnished,North-East,27,,"Power Backup,Water Supply",1,13,846,1259,1094,1259,sqft,1259
5,,13129-13162,3297,Behala,Unfurnished,,20,9,"Lift,Security,Park",2,17,2395,3297,3106,3297,,3297
1,,6640,3078,Lake Town,,,23,,,,13,2176,3078,2468,3078,sq yard,3078-3119
2,4,7932,3411,,Semi-Furnished,North,4,20,Rain Water Harvesting,2,5,2329,3411,3121,3411,,3411-3460
5,4,6870,1552,Howrah,,West,18,10,"Club House,Intercom",0,,1234,1552,1472-1485,1552,sq yard,1552
2,3,7839,2459,New Town,,,,15,,0,,1954,2459,2130,2459,,2459
4,4,7143,658,Lake Town,,North,,18,,2,18,467,658,583,658,,658
5,,12219-12263,3592,Behala,,West,12,6,,1,10,2775-2813,3592,2935,3592,sq yard,3592
2,3,3155,3230,Park Street,,,30,5,"Swimming Pool,Gym",3,19,2093,3230,2620,3230,,3230
3,1,8105,2895-2911,Kasba,,North-East,,1,,3,9,2160,2895,2327,2895,sq yard,2895
4,,4229,3961,Garia,Furnished,North-East,24,17,Reserved Parking,3,12,3104,3961,3271,3961,,3961
5,4,3275,1224,,,South,0,7,Rain Water Harvesting,2,19,824,1224,1091,1224,,1224
1,4,11854,1166,,,North-East,,12,Reserved Parking,2,19,804,1166,993,1166,,1166
,4,2703,2933,Lake Town,,South-West,27,12,,0,2,1779,2933,2374,2933,,2933
1,4,6802,2668,Garia,,,,7,"Club House,Intercom",,,1984,2668,2312,2668,sqm,2668
1,4,12845-12857,2723,Tollygunge,,,16,14,,1,16,2095-2127,2723,2479,2723,,2723
4,2,3530,3813,Jadavpur,Furnished,South,7,18,"Lift,Security,Park",1,17,2767,3813,3572,3813,,3813
4,3,7253,2575,Jadavpur,,,13,18,"Swimming Pool,Gym",1,,2044,2575,2062,2575,,2575
5,,7222-7250,597,Salt Lake,,North-East,7,5,"Swimming Pool,Gym",1,1,420,597,490-525,597,,597
,4,3515,3863,Lake Town,Furnished,South,,4,"Swimming Pool,Gym",1,,2976,3863,3614-3652,3863,sqm,3863
3,3,12242,3697,Rajarhat,Unfurnished,,15,7,,1,6,2453,3697,3110,3697,,3697
5,3,3938,3984,Kasba,,,15,3,,0,7,2888,3984,3344,3984,sqft,3984
2,,7398,3532,Kasba,Furnished,,7,5,Reserved Parking,1,4,2466,3532,3097,3532,sqm,3532
5,,14806,2589,Salt Lake,Unfurnished,East,6,3,,3,16,1915,2589,2255,2589,sqm,2589
5,3,12348-12373,3976,Tollygunge,,North,20,9,"Club House,Intercom",1,16,2690,3976-4007,3544,3976,sqft,3976
5,1,4223,3724,New Town,Furnished,East,24,1,,2,,2394,3724,3498-3533,3724,,3724
,4,9430,2953,Garia,Semi-Furnished,North,,,Reserved Parking,3,16,1919,2953,2403,2953,sqm,2953
,4,9597,3290,Salt Lake,,,24,3,"Power Backup,Water Supply",1,,2502,3290,2978,3290,,3290
1,3,4732,3247,,Semi-Furnished,,7,,,1,6,2452,3247,2710,3247,,3247-3273
4,1,6496-6511,3255-3275,Ballygunge,,,13,19,,,7,2167,3255,2662,3255,sq yard,3255
,1,13006,1729,Dum Dum,,South,,6,Rain Water Harvesting,0,,1150,1729,1604,1729,,1729
1,2,7303,3860,Lake Town,,North-East,8,13,,3,11,2939-2978,3860,3547,3860,,3860
